seqName,strand,individual,locus,allele
G4S72XW01ARNUJ,F,50,1,<unidentified>
G4S72XW01A1EIU,F,99,2,NewAllele_508 count=182 threshold=2
G4S72XW01AP716,F,142,2,NewAllele_214 count=4 threshold=2
G4S72XW01AVODT,F,31,4,NewAllele_1634 count=2 threshold=2
G4S72XW01ALRJ7,R,138,1,Mama_DRB1_01
G4S72XW01A72XC,R,90,2,NewAllele_487 count=2 threshold=2
G4S72XW01AXSIY,F,129,3,<unidentified>
G4S72XW01AQ8I3,F,125,1,<unidentified>
G4S72XW01A76YE,F,90,2,Mama_DRB2_02
G4S72XW01A67AP,F,90,2,Mama_DRB2_02
G4S72XW01AY2G6,F,62,3,Mama_UB_02
G4S72XW01ATQRQ,F,34,4,NewAllele_1716 count=6 threshold=2
G4S72XW01BAZZ3,F,30,4,Mama_UD_01
G4S72XW01AVUQK,F,35,2,Mama_DRB2_03
G4S72XW01BDO4R,R,127,1,<unidentified>
G4S72XW01BBSO4,F,141,2,Mama_DRB2_02
G4S72XW01A1DMK,F,109,2,Mama_DRB2_02
G4S72XW01AWITX,F,15,3,Mama_UB_01
G4S72XW01AL7KM,F,69,3,NewAllele_1239 count=36 threshold=2
G4S72XW01A1KLE,F,129,4,NewAllele_1334 count=3 threshold=2
G4S72XW01A0WHN,R,112,2,NewAllele_530 count=9 threshold=2
G4S72XW01A7RY4,R,85,1,Mama_DRB1_01
G4S72XW01AWFNW,F,23,3,Mama_UB_02
G4S72XW01A72VP,F,107,1,Mama_DRB1_02
G4S72XW01BDSSN,F,14,1,Mama_DRB1_03
G4S72XW01A8N1J,F,125,1,Mama_DRB1_03
G4S72XW01ASSRW,F,59,1,Mama_DRB1_03
G4S72XW01AWDW3,F,33,1,<unidentified>
G4S72XW01AOUOI,F,111,4,Mama_UD_01
G4S72XW01BDP5Z,R,101,4,NewAllele_1447 count=3 threshold=2
G4S72XW01AYRDX,F,50,3,NewAllele_1091 count=2 threshold=2
G4S72XW01A33VN,F,95,3,<unidentified>
G4S72XW01AJXL6,F,89,4,Mama_UD_01
G4S72XW01AUP4J,F,136,4,NewAllele_1334 count=3 threshold=2
G4S72XW01APFSU,F,112,2,NewAllele_530 count=9 threshold=2
G4S72XW01AKX34,F,111,2,NewAllele_530 count=9 threshold=2
G4S72XW01BAVX7,R,43,2,NewAllele_530 count=9 threshold=2
G4S72XW01AUERV,R,29,1,Mama_DRB1_01
G4S72XW01AVPVR,R,130,1,Mama_DRB1_02
G4S72XW01APIV0,F,128,3,Mama_UB_01
G4S72XW01A1ZOL,R,24,4,Mama_UD_01
G4S72XW01AWBP2,F,30,4,Mama_UD_01
G4S72XW01BBG4D,F,130,4,Mama_UD_03
G4S72XW01AN2D3,F,114,1,Mama_DRB1_02
G4S72XW01AXM17,R,40,3,NewAllele_1004 count=2 threshold=2
G4S72XW01A9JTA,F,30,4,NewAllele_1334 count=3 threshold=2
G4S72XW01BCQ4V,F,40,4,Mama_UD_01
G4S72XW01AWA45,R,112,3,Mama_UB_01
G4S72XW01AVUGM,F,129,2,NewAllele_530 count=9 threshold=2
G4S72XW01BAFFJ,R,107,4,Mama_UD_01
G4S72XW01ASH3H,F,19,2,NewAllele_641 count=2 threshold=2
G4S72XW01AND4D,F,35,2,Mama_DRB2_03
G4S72XW01A3I1U,F,101,3,Mama_UB_01
G4S72XW01BD8IO,R,130,4,NewAllele_1588 count=2 threshold=2
G4S72XW01A8UQW,R,66,3,Mama_UB_01
G4S72XW01AW488,R,107,1,Mama_DRB1_02
G4S72XW01ALZAE,F,110,2,Mama_DRB2_01
G4S72XW01ASLAI,F,100,4,Mama_UD_01
G4S72XW01A56MP,F,129,3,Mama_UB_01
G4S72XW01AT334,R,122,2,NewAllele_381 count=782 threshold=2
G4S72XW01AZ8D9,F,40,2,NewAllele_246 count=3 threshold=2
G4S72XW01ATCOZ,F,108,1,Mama_DRB1_01
G4S72XW01AUMVB,F,93,4,Mama_UD_01
G4S72XW01BDZNV,F,19,2,Mama_DRB2_02
G4S72XW01A5SIK,F,21,3,Mama_UB_01
G4S72XW01AWYYL,F,56,1,NewAllele_68 count=3 threshold=2
G4S72XW01ALO8Y,R,67,2,NewAllele_381 count=782 threshold=2
G4S72XW01AKLQV,F,113,2,Mama_DRB2_01
G4S72XW01AV0O9,F,53,4,Mama_UD_01
G4S72XW01ARNJD,F,134,1,<unidentified>
G4S72XW01A4N35,R,110,2,NewAllele_221 count=591 threshold=2
G4S72XW01A2QPX,F,62,2,Mama_DRB2_01
G4S72XW01BARLP,F,102,1,NewAllele_93 count=2 threshold=2
G4S72XW01AMFAV,F,19,4,Mama_UD_01
G4S72XW01BCQCP,F,121,4,Mama_UD_03
G4S72XW01A6RMP,F,52,3,NewAllele_1046 count=23 threshold=2
G4S72XW01A3P5T,R,31,2,NewAllele_530 count=9 threshold=2
G4S72XW01AVURG,F,1,2,NewAllele_508 count=182 threshold=2
G4S72XW01AM8WM,F,113,2,Mama_DRB2_01
G4S72XW01AQWIF,F,34,1,Mama_DRB1_02
G4S72XW01BADFZ,F,33,2,NewAllele_410 count=3 threshold=2
G4S72XW01A60I0,F,113,1,<unidentified>
G4S72XW01AS7JO,F,107,2,NewAllele_508 count=182 threshold=2
G4S72XW01A91FP,R,139,2,NewAllele_508 count=182 threshold=2
G4S72XW01AZ0RL,F,114,3,NewAllele_862 count=2 threshold=2
G4S72XW01ASX28,F,110,2,NewAllele_530 count=9 threshold=2
G4S72XW01AT4S1,R,127,2,NewAllele_176 count=297 threshold=2
G4S72XW01A54CW,F,56,3,<unidentified>
G4S72XW01A8VUC,F,113,4,NewAllele_1253 count=4 threshold=2
G4S72XW01AM0U7,F,105,3,NewAllele_1111 count=8 threshold=2
G4S72XW01ATROI,F,68,2,Mama_DRB2_02
G4S72XW01A8I0V,F,94,2,NewAllele_386 count=10 threshold=2
G4S72XW01ATE57,F,54,3,Mama_UB_02
G4S72XW01A32SW,F,61,4,NewAllele_1596 count=19 threshold=2
G4S72XW01APKPZ,F,134,3,NewAllele_1096 count=9 threshold=2
G4S72XW01AYJVY,R,98,2,NewAllele_381 count=782 threshold=2
G4S72XW01AJ3ZE,F,141,2,Mama_DRB2_02
G4S72XW01AXS8O,F,135,1,Mama_DRB1_01
G4S72XW01AJUJP,R,107,4,Mama_UD_01
G4S72XW01BDIQF,R,73,4,NewAllele_1310 count=2 threshold=2
G4S72XW01ALW7Q,F,69,1,Mama_DRB1_03
G4S72XW01A00AF,F,118,2,NewAllele_530 count=9 threshold=2
G4S72XW01ASO9D,F,103,3,NewAllele_1200 count=4 threshold=2
G4S72XW01ATYGE,F,113,3,NewAllele_921 count=3 threshold=2
G4S72XW01A9MJW,R,100,1,Mama_DRB1_04
G4S72XW01A0EOM,F,56,4,NewAllele_1421 count=3 threshold=2
G4S72XW01AVOY2,F,15,3,Mama_UB_01
G4S72XW01AZLQ9,F,99,1,NewAllele_103 count=2 threshold=2
G4S72XW01AR4IQ,R,131,4,NewAllele_1460 count=2 threshold=2
G4S72XW01A5WTY,R,48,3,Mama_UB_02
G4S72XW01BB6EZ,F,48,2,Mama_DRB2_03
G4S72XW01AZZDG,F,140,2,Mama_DRB2_02
G4S72XW01ALWOO,F,29,4,Mama_UD_01
G4S72XW01AMVWO,F,128,1,<unidentified>
G4S72XW01AVM5N,F,85,4,NewAllele_1375 count=3 threshold=2
G4S72XW01A7UYO,F,90,3,Mama_UB_01
G4S72XW01A5119,R,20,1,Mama_DRB1_01
G4S72XW01AOKJY,F,48,2,Mama_DRB2_01
G4S72XW01AN7B3,R,74,1,<unidentified>
G4S72XW01BDAHR,F,113,2,NewAllele_530 count=9 threshold=2
G4S72XW01A8WNR,F,89,4,NewAllele_1369 count=3 threshold=2
G4S72XW01AX0QJ,F,128,1,Mama_DRB1_05
G4S72XW01APWJ0,F,125,1,Mama_DRB1_01
G4S72XW01A6VWE,F,133,2,NewAllele_518 count=2 threshold=2
G4S72XW01AMK0H,R,112,4,Mama_UD_01
G4S72XW01ATQB0,R,89,3,Mama_UB_01
G4S72XW01ANNM9,F,101,2,Mama_DRB2_02
G4S72XW01BBRHV,R,107,2,NewAllele_530 count=9 threshold=2
G4S72XW01AS2WZ,F,59,3,NewAllele_855 count=6 threshold=2
G4S72XW01A9MK5,R,98,3,NewAllele_855 count=6 threshold=2
G4S72XW01AKO8D,F,129,1,Mama_DRB1_02
G4S72XW01AWDH5,F,21,2,Mama_DRB2_01
G4S72XW01AKFO9,F,70,4,Mama_UD_03
G4S72XW01AT0AL,F,23,2,NewAllele_508 count=182 threshold=2
G4S72XW01AK059,F,22,4,Mama_UD_03
G4S72XW01AOTBY,F,138,2,NewAllele_530 count=9 threshold=2
G4S72XW01A72F1,R,66,3,Mama_UB_01
G4S72XW01AY8R9,F,118,4,NewAllele_1321 count=3 threshold=2
G4S72XW01A5YGO,F,21,3,NewAllele_993 count=24 threshold=2
G4S72XW01A4FLL,R,67,4,Mama_UD_01
G4S72XW01A3MQ5,F,100,1,Mama_DRB1_04
G4S72XW01A6RV3,F,110,2,Mama_DRB2_02
G4S72XW01AZH1W,F,40,1,Mama_DRB1_01
G4S72XW01AQGE7,R,96,1,<unidentified>
G4S72XW01A3TP1,F,83,1,NewAllele_33 count=3 threshold=2
G4S72XW01AYZQI,F,127,1,Mama_DRB1_03
G4S72XW01A5NLM,R,67,4,Mama_UD_01
G4S72XW01AS08F,F,130,3,Mama_UB_01
G4S72XW01A7QWL,F,100,2,Mama_DRB2_02
G4S72XW01A6TFW,F,93,2,Mama_DRB2_02
G4S72XW01A9P1H,F,56,1,<unidentified>
G4S72XW01BAJJO,R,124,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AQQ56,F,56,1,<unidentified>
G4S72XW01A224F,F,113,3,Mama_UB_01
G4S72XW01A49DD,R,67,1,Mama_DRB1_01
G4S72XW01A8OU1,F,69,4,NewAllele_1656 count=8 threshold=2
G4S72XW01BD67E,F,123,4,NewAllele_1334 count=3 threshold=2
G4S72XW01ANPQK,R,131,4,NewAllele_1411 count=3 threshold=2
G4S72XW01ANIEC,F,68,2,NewAllele_308 count=2 threshold=2
G4S72XW01BBL8B,R,104,2,NewAllele_221 count=591 threshold=2
G4S72XW01A6ZVX,F,39,2,Mama_DRB2_01
G4S72XW01APLJ6,F,2,1,<unidentified>
G4S72XW01AUVBF,F,99,3,NewAllele_837 count=5 threshold=2
G4S72XW01AUYSF,F,91,3,Mama_UB_01
G4S72XW01AL5VJ,F,113,1,Mama_DRB1_01
G4S72XW01ANC0N,F,107,3,Mama_UB_01
G4S72XW01APS4M,R,90,2,NewAllele_530 count=9 threshold=2
G4S72XW01AWXV8,F,125,1,Mama_DRB1_03
G4S72XW01A2R66,R,109,3,Mama_UB_01
G4S72XW01AVT7Y,R,71,3,NewAllele_1239 count=36 threshold=2
G4S72XW01AV0IK,F,90,2,NewAllele_667 count=2 threshold=2
G4S72XW01AW60F,F,23,2,NewAllele_530 count=9 threshold=2
G4S72XW01A6T8W,F,127,4,NewAllele_1639 count=37 threshold=2
G4S72XW01ATQVB,R,72,3,NewAllele_1050 count=4 threshold=2
G4S72XW01AU8QE,R,61,1,Mama_DRB1_01
G4S72XW01A2FOX,R,23,1,Mama_DRB1_01
G4S72XW01A1DUD,R,94,2,NewAllele_530 count=9 threshold=2
G4S72XW01ALYRH,R,43,2,NewAllele_381 count=782 threshold=2
G4S72XW01AROU6,F,20,3,<unidentified>
G4S72XW01BDPYK,F,130,1,Mama_DRB1_05
G4S72XW01A7QLF,F,89,3,Mama_UB_01
G4S72XW01AZD4M,F,20,3,Mama_UB_01
G4S72XW01ANH6E,F,64,3,NewAllele_902 count=11 threshold=2
G4S72XW01AQVN0,R,2,4,Mama_UD_03
G4S72XW01AWJW3,F,129,2,NewAllele_530 count=9 threshold=2
G4S72XW01A3WXW,R,128,4,NewAllele_1334 count=3 threshold=2
G4S72XW01A96GE,F,101,1,Mama_DRB1_02
G4S72XW01A8XKQ,F,25,4,NewAllele_1656 count=8 threshold=2
G4S72XW01A4IGM,F,95,2,Mama_DRB2_01
G4S72XW01BBH07,F,57,2,NewAllele_610 count=2 threshold=2
G4S72XW01A24WR,F,48,2,Mama_DRB2_03
G4S72XW01A27HW,F,118,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AXL6J,R,49,2,NewAllele_530 count=9 threshold=2
G4S72XW01A5XC5,F,130,1,Mama_DRB1_05
G4S72XW01AOCI7,R,59,2,NewAllele_530 count=9 threshold=2
G4S72XW01AQRFD,F,118,2,Mama_DRB2_01
G4S72XW01A2SVH,F,52,4,NewAllele_1334 count=3 threshold=2
G4S72XW01A3XSJ,F,102,2,Mama_DRB2_01
G4S72XW01AX6F6,F,30,4,Mama_UD_01
G4S72XW01AWL3D,R,47,3,Mama_UB_01
G4S72XW01AQFES,F,70,4,Mama_UD_01
G4S72XW01AVYOY,F,33,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AUMD5,F,9,2,NewAllele_259 count=5 threshold=2
G4S72XW01BCMPN,F,107,4,Mama_UD_03
G4S72XW01AYVMC,R,29,1,Mama_DRB1_01
G4S72XW01ATNLE,R,58,3,<unidentified>
G4S72XW01A73EO,F,107,3,<unidentified>
G4S72XW01ARU43,F,118,1,Mama_DRB1_01
G4S72XW01A5Q6U,F,101,1,Mama_DRB1_02
G4S72XW01A3MP7,R,32,4,NewAllele_1369 count=3 threshold=2
G4S72XW01A6ECJ,R,107,2,NewAllele_381 count=782 threshold=2
G4S72XW01A28XV,F,43,2,NewAllele_278 count=2 threshold=2
G4S72XW01ATKOU,F,6,2,Mama_DRB2_01
G4S72XW01A8AS6,F,8,3,NewAllele_843 count=10 threshold=2
G4S72XW01BBOZI,R,130,1,Mama_DRB1_05
G4S72XW01BABO3,R,141,4,NewAllele_1575 count=3 threshold=2
G4S72XW01BEHBL,R,112,2,NewAllele_221 count=591 threshold=2
G4S72XW01ARXUM,F,89,2,NewAllele_530 count=9 threshold=2
G4S72XW01A99DV,R,106,4,Mama_UD_01
G4S72XW01AQ39R,R,118,2,NewAllele_381 count=782 threshold=2
G4S72XW01BB4JK,F,141,2,Mama_DRB2_02
G4S72XW01AVBX2,F,81,1,Mama_DRB1_02
G4S72XW01AW8EC,F,112,1,NewAllele_93 count=2 threshold=2
G4S72XW01AMDGQ,R,48,3,Mama_UB_02
G4S72XW01AV8FQ,R,37,3,<unidentified>
G4S72XW01ATHDM,F,133,1,<unidentified>
G4S72XW01A3XOZ,F,20,4,NewAllele_1475 count=2 threshold=2
G4S72XW01A170R,F,129,4,Mama_UD_01
G4S72XW01AVQN5,R,92,4,Mama_UD_02
G4S72XW01A86VU,R,101,1,Mama_DRB1_02
G4S72XW01ASX66,F,113,2,NewAllele_530 count=9 threshold=2
G4S72XW01ASPII,F,108,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AYZJ6,F,19,3,<unidentified>
G4S72XW01A6F7V,F,32,4,Mama_UD_01
G4S72XW01AYA5D,F,70,4,NewAllele_1682 count=12 threshold=2
G4S72XW01BCXUW,R,56,1,NewAllele_66 count=2 threshold=2
G4S72XW01AK9Z7,R,41,2,NewAllele_530 count=9 threshold=2
G4S72XW01AVLFX,F,83,3,<unidentified>
G4S72XW01AUEJN,F,110,2,Mama_DRB2_01
G4S72XW01AP0CY,R,47,2,NewAllele_176 count=297 threshold=2
G4S72XW01ANM1Z,R,116,4,Mama_UD_01
G4S72XW01BAF81,R,25,3,NewAllele_894 count=2 threshold=2
G4S72XW01ARK7H,F,101,3,Mama_UB_01
G4S72XW01APWHH,R,41,2,NewAllele_467 count=2 threshold=2
G4S72XW01ANGH6,R,37,3,Mama_UB_01
G4S72XW01APUO7,R,133,1,<unidentified>
G4S72XW01A20E8,F,40,2,Mama_DRB2_01
G4S72XW01ALKWR,F,24,1,Mama_DRB1_01
G4S72XW01BBAG4,R,2,4,Mama_UD_03
G4S72XW01A5B75,F,110,3,Mama_UB_01
G4S72XW01AT2D8,R,47,1,<unidentified>
G4S72XW01A2J0M,F,41,2,NewAllele_530 count=9 threshold=2
G4S72XW01AUY6V,F,127,1,<unidentified>
G4S72XW01AS9EH,F,37,2,NewAllele_641 count=2 threshold=2
G4S72XW01A4CAL,F,56,3,NewAllele_1201 count=3 threshold=2
G4S72XW01A1WD6,R,107,1,Mama_DRB1_01
G4S72XW01AXNTK,F,85,3,NewAllele_732 count=2 threshold=2
G4S72XW01ASK0H,F,110,3,Mama_UB_01
G4S72XW01APYVU,R,65,1,Mama_DRB1_02
G4S72XW01AZWJD,R,43,3,NewAllele_855 count=6 threshold=2
G4S72XW01ANVHI,F,133,4,Mama_UD_01
G4S72XW01AOP33,F,62,4,Mama_UD_01
G4S72XW01A0DT9,R,108,1,<unidentified>
G4S72XW01A8GYO,F,140,2,Mama_DRB2_03
G4S72XW01BCPH8,F,136,4,Mama_UD_01
G4S72XW01ARPE3,F,38,4,Mama_UD_01
G4S72XW01ALZIA,F,17,1,NewAllele_104 count=3 threshold=2
G4S72XW01BDHK8,F,133,3,NewAllele_811 count=4 threshold=2
G4S72XW01AM52D,F,106,2,Mama_DRB2_02
G4S72XW01AXDLG,F,110,2,NewAllele_530 count=9 threshold=2
G4S72XW01AZG6Q,F,136,2,NewAllele_522 count=4 threshold=2
G4S72XW01A55IG,F,114,2,Mama_DRB2_02
G4S72XW01A1CJM,R,33,1,<unidentified>
G4S72XW01A848C,R,72,4,NewAllele_1658 count=4 threshold=2
G4S72XW01AW0W4,R,58,2,NewAllele_530 count=9 threshold=2
G4S72XW01BA8O1,F,90,1,Mama_DRB1_02
G4S72XW01ANZ52,R,19,2,NewAllele_221 count=591 threshold=2
G4S72XW01APAYQ,R,116,3,NewAllele_1156 count=8 threshold=2
G4S72XW01AU5NS,F,118,2,NewAllele_426 count=6 threshold=2
G4S72XW01AVRYL,F,37,4,NewAllele_1246 count=2 threshold=2
G4S72XW01BED1R,R,95,2,NewAllele_176 count=297 threshold=2
G4S72XW01AOS80,R,64,4,NewAllele_1624 count=9 threshold=2
G4S72XW01ALYIA,F,5,2,Mama_DRB2_01
G4S72XW01AQCXX,F,94,2,NewAllele_530 count=9 threshold=2
G4S72XW01A3WST,F,108,2,Mama_DRB2_01
G4S72XW01AZO12,F,108,2,NewAllele_530 count=9 threshold=2
G4S72XW01BBS24,F,90,3,NewAllele_896 count=2 threshold=2
G4S72XW01A1OP2,F,127,3,NewAllele_1032 count=9 threshold=2
G4S72XW01ATWZC,F,102,1,Mama_DRB1_01
G4S72XW01A5DHI,F,101,1,NewAllele_38 count=2 threshold=2
G4S72XW01BBORP,F,94,1,Mama_DRB1_01
G4S72XW01A78ML,F,90,4,NewAllele_1369 count=3 threshold=2
G4S72XW01A0338,F,102,1,<unidentified>
G4S72XW01A10KI,F,131,2,NewAllele_508 count=182 threshold=2
G4S72XW01AMUKC,F,125,3,NewAllele_814 count=2 threshold=2
G4S72XW01AQ1PO,F,130,2,NewAllele_530 count=9 threshold=2
G4S72XW01BE7C8,R,123,2,NewAllele_381 count=782 threshold=2
G4S72XW01AZS2B,R,48,3,Mama_UB_01
G4S72XW01ASGWI,R,110,2,NewAllele_381 count=782 threshold=2
G4S72XW01AMRTF,F,90,2,NewAllele_530 count=9 threshold=2
G4S72XW01BABJ4,F,85,1,<unidentified>
G4S72XW01A6OOD,F,58,3,Mama_UB_02
G4S72XW01AYOA4,F,123,1,NewAllele_146 count=3 threshold=2
G4S72XW01A5Q7V,R,32,3,Mama_UB_01
G4S72XW01ARLCN,R,72,3,Mama_UB_02
G4S72XW01AS2RR,R,66,3,NewAllele_1225 count=46 threshold=2
G4S72XW01AUWUM,F,34,3,Mama_UB_01
G4S72XW01AO7P7,F,69,4,Mama_UD_03
G4S72XW01A6TIL,F,19,4,Mama_UD_01
G4S72XW01A3ZXG,F,111,1,Mama_DRB1_01
G4S72XW01AP4J8,F,104,3,NewAllele_928 count=3 threshold=2
G4S72XW01A9D1R,R,51,4,Mama_UD_01
G4S72XW01AWC4N,R,92,4,NewAllele_1634 count=2 threshold=2
G4S72XW01AS6TU,R,103,2,NewAllele_176 count=297 threshold=2
G4S72XW01AZHLK,R,29,1,Mama_DRB1_01
G4S72XW01ALC0B,F,37,1,NewAllele_12 count=2 threshold=2
G4S72XW01A4GPV,F,109,3,Mama_UB_01
G4S72XW01AYFKY,F,54,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AONXU,F,23,3,Mama_UB_02
G4S72XW01A03EM,F,35,2,Mama_DRB2_03
G4S72XW01BB69W,F,53,3,<unidentified>
G4S72XW01ALXYV,F,135,1,Mama_DRB1_03
G4S72XW01ALJDM,F,92,2,NewAllele_530 count=9 threshold=2
G4S72XW01A7XC1,F,35,1,Mama_DRB1_02
G4S72XW01AWM08,F,89,2,Mama_DRB2_01
G4S72XW01A7ONM,F,52,1,<unidentified>
G4S72XW01ATDH2,F,33,4,Mama_UD_01
G4S72XW01A0KVQ,R,136,1,Mama_DRB1_01
G4S72XW01A4H0Y,F,123,4,Mama_UD_01
G4S72XW01A4QKU,R,7,3,Mama_UB_01
G4S72XW01AM8WS,F,102,2,Mama_DRB2_01
G4S72XW01A9UCH,F,135,1,<unidentified>
G4S72XW01BD19E,F,98,3,Mama_UB_01
G4S72XW01AP9XD,F,98,1,<unidentified>
G4S72XW01BDUF2,R,80,1,Mama_DRB1_02
G4S72XW01A6GH9,F,136,3,<unidentified>
G4S72XW01AUZ2P,R,35,2,NewAllele_388 count=3 threshold=2
G4S72XW01AVXNJ,F,19,2,NewAllele_417 count=3 threshold=2
G4S72XW01A2KGJ,F,89,4,NewAllele_1369 count=3 threshold=2
G4S72XW01AUJ5K,F,89,1,<unidentified>
G4S72XW01ARIAT,F,111,1,Mama_DRB1_02
G4S72XW01AKRV7,F,101,2,NewAllele_530 count=9 threshold=2
G4S72XW01A3DT6,R,104,2,NewAllele_530 count=9 threshold=2
G4S72XW01A90ON,F,107,3,NewAllele_1020 count=2 threshold=2
G4S72XW01A1A3Y,F,70,4,Mama_UD_01
G4S72XW01BCNYC,R,128,2,NewAllele_445 count=4 threshold=2
G4S72XW01A2Y0V,F,100,4,Mama_UD_01
G4S72XW01A5S9P,F,19,1,Mama_DRB1_07
G4S72XW01BDJXO,F,102,1,<unidentified>
G4S72XW01AL8DW,R,92,2,NewAllele_530 count=9 threshold=2
G4S72XW01AT5ER,F,99,1,<unidentified>
G4S72XW01A7MS0,R,9,1,Mama_DRB1_01
G4S72XW01AKO8G,F,85,3,<unidentified>
G4S72XW01ATXMM,R,65,1,Mama_DRB1_02
G4S72XW01A4JDI,R,20,4,NewAllele_1475 count=2 threshold=2
G4S72XW01AT23U,F,130,4,Mama_UD_03
G4S72XW01ARRMI,F,15,3,Mama_UB_01
G4S72XW01BCY96,R,95,1,Mama_DRB1_01
G4S72XW01A1LBT,R,69,1,<unidentified>
G4S72XW01A57ZW,F,56,3,Mama_UB_01
G4S72XW01A95Q4,R,107,1,Mama_DRB1_02
G4S72XW01A1R5A,F,22,4,NewAllele_1674 count=3 threshold=2
G4S72XW01BBHP4,F,137,2,NewAllele_244 count=13 threshold=2
G4S72XW01BDWPR,R,94,2,NewAllele_530 count=9 threshold=2
G4S72XW01AP0F0,F,52,3,<unidentified>
G4S72XW01BCY79,F,129,2,NewAllele_530 count=9 threshold=2
G4S72XW01AMUUX,F,61,3,NewAllele_888 count=3 threshold=2
G4S72XW01BE08U,F,66,3,NewAllele_744 count=17 threshold=2
G4S72XW01AZC13,F,100,1,<unidentified>
G4S72XW01ATJEI,R,51,2,NewAllele_381 count=782 threshold=2
G4S72XW01A38US,R,55,2,NewAllele_381 count=782 threshold=2
G4S72XW01AVECA,F,38,3,Mama_UB_01
G4S72XW01A0T42,F,49,4,Mama_UD_01
G4S72XW01AR6BT,F,116,1,Mama_DRB1_06
G4S72XW01AP736,R,128,1,<unidentified>
G4S72XW01AUWFN,F,108,3,<unidentified>
G4S72XW01BAWGX,R,67,3,<unidentified>
G4S72XW01BA2CL,F,65,1,Mama_DRB1_02
G4S72XW01AWCOE,R,17,1,<unidentified>
G4S72XW01AXVOZ,F,69,4,NewAllele_1587 count=2 threshold=2
G4S72XW01AWGRD,F,129,2,Mama_DRB2_03
G4S72XW01AQGE3,F,15,1,<unidentified>
G4S72XW01A7XQ9,F,2,1,<unidentified>
G4S72XW01ATHOT,F,58,3,Mama_UB_02
G4S72XW01AYR5S,F,40,4,Mama_UD_01
G4S72XW01AQ8YN,F,129,1,<unidentified>
G4S72XW01AROHU,F,95,1,Mama_DRB1_01
G4S72XW01AMCDV,R,127,4,Mama_UD_01
G4S72XW01A2D71,F,128,1,<unidentified>
G4S72XW01A4DRW,F,100,2,Mama_DRB2_02
G4S72XW01AULDL,F,54,3,NewAllele_1041 count=2 threshold=2
G4S72XW01AXDTU,F,73,2,Mama_DRB2_01
G4S72XW01AVI9Y,R,127,2,NewAllele_381 count=782 threshold=2
G4S72XW01AOY1L,F,48,2,Mama_DRB2_03
G4S72XW01A9WBT,F,107,4,Mama_UD_03
G4S72XW01AXY0Y,F,22,1,Mama_DRB1_01
G4S72XW01BCE73,F,22,4,NewAllele_1442 count=2 threshold=2
G4S72XW01A8XQZ,F,87,3,<unidentified>
G4S72XW01AL8S3,F,92,2,Mama_DRB2_02
G4S72XW01AYLVV,F,135,3,NewAllele_1098 count=2 threshold=2
G4S72XW01A73J7,F,118,4,Mama_UD_03
G4S72XW01A22LO,R,85,1,<unidentified>
G4S72XW01A9EY1,F,25,1,<unidentified>
G4S72XW01ARVEX,F,134,1,Mama_DRB1_05
G4S72XW01AO81W,F,130,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AZEY3,F,40,4,Mama_UD_01
G4S72XW01AZAB0,F,92,4,Mama_UD_01
G4S72XW01AYOQZ,F,69,4,Mama_UD_01
G4S72XW01BCKNB,R,135,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AN6PA,F,100,1,Mama_DRB1_01
G4S72XW01AOR1P,F,109,2,Mama_DRB2_01
G4S72XW01AYMT0,F,129,3,Mama_UB_02
G4S72XW01BDNU1,F,65,3,NewAllele_1231 count=3 threshold=2
G4S72XW01AKL6T,F,85,4,NewAllele_1718 count=5 threshold=2
G4S72XW01A460P,R,17,4,Mama_UD_03
G4S72XW01ASLLO,F,35,3,<unidentified>
G4S72XW01BEWM8,R,47,4,Mama_UD_01
G4S72XW01AK7AZ,R,138,2,NewAllele_197 count=2 threshold=2
G4S72XW01A8986,F,22,1,Mama_DRB1_01
G4S72XW01AMK5T,F,128,3,NewAllele_855 count=6 threshold=2
G4S72XW01A96LH,F,11,3,<unidentified>
G4S72XW01AW6LN,R,5,4,NewAllele_1456 count=2 threshold=2
G4S72XW01A82K7,F,123,3,NewAllele_855 count=6 threshold=2
G4S72XW01ATATM,F,35,3,<unidentified>
G4S72XW01AWMD3,F,89,2,NewAllele_340 count=3 threshold=2
G4S72XW01BBJ8Q,F,22,4,NewAllele_1465 count=8 threshold=2
G4S72XW01AYWA6,R,135,3,Mama_UB_02
G4S72XW01A19LJ,F,94,2,NewAllele_700 count=3 threshold=2
G4S72XW01A9DT0,F,128,3,Mama_UB_02
G4S72XW01AVTKF,F,35,3,NewAllele_855 count=6 threshold=2
G4S72XW01ANQMM,F,113,1,Mama_DRB1_02
G4S72XW01BEGGV,F,98,1,<unidentified>
G4S72XW01AU74E,F,70,3,<unidentified>
G4S72XW01A3XEW,F,122,3,Mama_UB_02
G4S72XW01AKVUN,R,89,1,Mama_DRB1_01
G4S72XW01A0VPC,F,22,3,<unidentified>
G4S72XW01AU6AD,R,111,3,NewAllele_811 count=4 threshold=2
G4S72XW01A6MMU,F,6,3,NewAllele_1031 count=2 threshold=2
